enrolled,VerifyPhone,Other,VerifyDateOfBirth,location,is_weekend_enrolleddate,VerifyCountry,Credit,numscreens,BankVerification,idscreen,VerifyMobile,Loan_all,Alerts,age,user
1,0,3,0,0,0,0,0,5,0,0,0,0,0,30,116846
0,1,2,0,0,0,0,2,14,0,1,0,0,0,33,108317
0,0,2,0,0,0,0,1,9,0,1,0,1,0,41,265577
1,1,8,1,1,0,1,0,20,1,0,0,0,0,53,303849
1,1,16,1,1,0,1,1,71,1,1,0,1,0,21,50081
1,1,8,1,1,1,1,0,23,1,1,0,0,0,20,305100
1,1,9,1,1,0,1,1,23,1,0,0,1,0,20,354305
0,0,4,0,0,0,0,0,29,0,0,0,1,0,51,82975
0,0,2,0,0,0,0,0,5,0,1,0,0,0,49,182387
1,1,6,0,0,0,0,2,17,0,1,0,1,0,22,143289
1,1,6,0,1,0,0,0,40,0,0,0,0,0,34,222215
1,1,10,1,1,1,1,0,16,1,0,0,0,0,51,132805
1,0,2,0,0,0,0,1,10,0,0,0,1,0,42,109501
0,0,6,0,0,0,0,0,17,0,1,0,2,0,32,84649
0,0,0,0,0,0,0,0,1,0,0,0,0,0,38,55887
1,1,14,0,0,0,1,1,25,1,0,0,1,0,27,248996
1,1,14,1,1,1,1,1,41,1,0,0,1,0,24,120305
0,1,5,0,0,0,0,0,18,0,1,0,1,0,35,333789
1,1,5,0,0,0,0,0,28,1,0,0,1,0,30,14591
1,0,5,1,0,1,0,2,9,0,0,0,1,0,25,306073
0,0,8,0,0,0,0,0,9,0,0,0,0,0,42,64660
1,1,9,1,1,1,1,4,43,0,0,0,1,0,25,227985
1,1,11,1,1,0,1,0,50,1,0,0,1,0,33,308026
0,0,2,0,0,0,0,2,48,0,0,0,1,1,34,80022
1,0,3,0,0,1,0,0,3,0,0,0,0,0,19,286116
1,0,3,0,0,1,0,1,8,0,0,0,1,0,40,61152
0,0,2,0,0,0,0,0,6,0,1,0,0,0,21,173245
1,1,5,0,0,0,0,3,33,1,1,0,1,0,25,255305
1,1,11,1,1,1,1,3,78,1,1,1,1,1,32,261221
0,1,9,1,1,0,1,0,31,1,0,0,1,0,24,172518
1,1,10,1,1,0,1,1,37,0,0,0,1,0,19,315241
0,0,4,0,0,0,0,2,50,0,0,0,1,0,22,79289
0,0,4,0,0,0,0,0,7,0,0,0,2,0,50,71382
0,0,0,0,0,0,0,0,2,0,0,0,0,0,27,227752
0,0,4,0,0,1,0,0,5,0,0,0,0,0,32,40281
1,1,9,1,1,0,1,0,17,1,1,0,1,0,21,174301
1,1,13,0,0,1,1,0,34,1,1,0,1,0,20,103177
1,1,5,1,1,0,0,4,23,1,1,0,0,0,21,357997
0,0,6,0,0,1,0,1,31,0,1,0,1,0,22,182074
0,0,4,0,0,0,0,2,23,0,0,0,2,1,41,232610
0,0,5,0,0,0,0,0,6,0,1,0,0,0,39,51992
0,0,4,0,0,0,0,1,18,1,0,0,1,0,33,260017
0,0,5,1,1,0,0,1,13,0,0,0,1,0,17,220580
1,1,10,1,1,0,1,3,29,1,1,1,1,0,30,282697
1,1,11,0,1,0,1,2,28,0,1,0,1,0,27,96
0,0,2,0,0,0,0,0,17,1,0,0,0,0,35,195061
0,0,4,1,1,0,0,0,6,0,0,0,0,0,21,125356
1,0,2,0,0,0,0,0,5,0,1,0,1,0,23,246108
1,0,4,1,1,0,0,4,47,0,0,1,2,1,54,121756
0,0,3,0,0,0,0,1,8,0,0,0,1,0,29,303993
1,1,9,1,1,0,1,1,45,1,0,0,1,0,25,212840
1,1,10,1,1,1,1,0,31,1,1,0,1,0,47,306344
0,1,5,1,1,0,1,2,21,0,0,0,1,0,24,58743
1,1,4,1,0,0,0,2,18,0,1,0,1,0,53,53079
0,0,4,0,0,0,0,1,16,0,0,0,1,0,37,81258
0,1,8,1,1,0,1,0,16,1,0,0,0,0,24,193315
0,0,3,0,0,0,0,0,16,0,0,0,2,1,38,220487
0,0,3,0,0,0,0,0,4,0,0,0,1,0,25,322023
1,0,2,0,0,0,0,1,8,0,0,0,1,0,44,236797
1,1,11,0,0,1,1,2,22,0,1,0,0,0,21,295992
0,0,11,0,1,0,1,0,37,1,1,0,1,0,62,226090
1,1,11,1,1,0,0,0,23,1,0,0,1,0,19,81478
1,1,5,0,0,1,0,3,17,0,1,0,1,0,19,128664
1,0,2,0,0,1,0,1,10,0,0,0,1,0,28,357814
1,1,11,0,0,0,1,1,30,1,1,0,1,0,19,314520
1,0,6,0,0,1,0,1,23,0,1,0,1,0,19,268240
0,0,5,1,1,0,0,0,7,0,0,0,0,0,28,358021
0,0,1,0,1,0,0,1,9,0,0,0,1,0,22,199179
0,0,4,0,0,0,0,2,27,0,0,0,2,0,30,88442
1,1,8,0,0,0,1,0,13,1,0,0,0,0,48,363689
1,0,6,1,1,0,0,4,34,0,0,1,0,0,30,350023
0,0,5,0,0,0,0,2,27,0,0,0,1,0,27,293783
0,1,11,1,1,0,1,0,36,1,1,0,1,0,25,216902
0,0,4,1,1,0,0,0,6,0,0,0,0,0,33,312127
1,0,6,0,0,0,0,3,16,1,0,1,0,0,26,70872
1,0,2,0,0,0,0,0,2,0,0,0,0,0,24,52800
1,0,5,0,0,1,0,0,8,0,1,0,0,0,28,171845
1,0,7,0,1,0,1,0,13,0,0,0,0,0,69,331778
1,1,13,1,1,0,1,0,23,1,1,0,0,0,21,109527
1,0,2,0,0,0,0,1,3,0,0,0,0,0,22,124855
1,1,8,1,1,0,1,0,20,1,0,0,0,0,51,171438
0,0,11,0,0,0,0,1,85,0,1,0,1,1,29,267056
0,0,2,0,0,0,0,1,3,0,0,0,0,0,21,303696
1,1,9,1,1,0,1,2,62,0,1,0,1,0,28,366386
0,0,2,1,1,0,0,2,7,0,0,0,0,0,23,188615
0,0,2,0,0,0,0,1,12,0,0,0,2,0,28,116019
0,0,5,0,0,0,0,1,28,1,0,1,1,0,34,218693
1,0,3,0,0,1,0,0,10,1,1,0,0,0,26,94082
1,0,3,0,0,1,0,0,5,0,0,0,0,0,26,278555
1,0,1,0,0,0,0,0,1,0,0,0,0,0,30,297687
0,0,23,1,1,0,1,1,53,0,1,0,3,0,29,192698
1,1,9,1,1,1,1,0,35,0,0,0,1,0,25,274050
0,0,4,0,0,0,0,0,14,1,1,0,1,0,29,328398
0,1,8,0,1,0,0,2,25,1,1,0,1,0,20,16313
1,1,11,1,1,1,1,0,17,0,1,0,0,0,19,191179
1,0,2,0,1,0,0,3,9,0,0,0,0,0,24,254584
0,0,3,0,0,0,0,0,7,0,0,0,2,0,47,193102
0,0,3,1,1,0,0,0,7,0,1,0,0,0,19,35043
1,0,8,0,1,1,1,0,21,0,0,0,1,0,22,789
0,0,1,0,0,0,0,0,7,0,0,0,2,0,42,34147
1,1,6,1,1,0,1,0,12,0,0,0,0,0,55,30744
1,1,7,0,0,1,0,4,30,1,0,0,0,0,40,9609
0,0,4,0,0,0,0,3,26,0,0,0,2,1,25,371373
0,1,8,1,1,0,1,1,54,0,0,0,1,1,28,88519
1,1,12,1,1,1,1,0,38,1,1,0,0,0,57,372813
0,1,8,0,1,0,1,0,25,1,0,0,1,0,25,165325
0,1,8,0,0,1,1,0,13,1,1,0,0,0,37,141241
1,1,16,1,1,0,1,1,49,1,1,0,1,0,48,153977
1,0,6,0,0,0,0,0,13,0,1,0,0,0,28,308856
1,1,12,1,1,1,1,0,24,1,1,0,1,0,25,19993
1,1,11,1,1,0,1,1,36,0,1,0,1,0,19,131036
0,0,2,0,0,0,0,0,6,1,1,0,1,0,20,220170
0,0,4,0,0,0,0,0,5,0,0,0,0,0,28,303663
1,0,5,1,1,0,0,3,11,0,0,1,0,0,53,332775
1,1,11,1,1,1,1,0,24,1,0,0,1,0,25,266484
1,0,5,0,0,0,0,0,9,0,0,0,0,0,25,298146
1,0,2,0,0,1,0,1,8,0,1,0,1,0,24,17604
1,0,4,0,0,0,0,0,4,0,0,0,0,0,19,116822
0,0,5,0,0,0,0,3,48,1,0,0,2,1,22,10157
0,0,2,0,0,0,0,0,7,1,0,0,0,1,17,42970
1,1,9,1,1,1,1,1,28,1,0,0,1,0,20,56705
1,1,6,0,0,0,0,3,29,1,1,0,0,0,52,26700
1,0,4,0,0,0,0,0,4,0,0,0,0,0,26,226370
0,0,4,0,0,0,0,1,29,0,0,0,2,0,33,137591
0,1,8,0,0,0,1,0,13,1,0,0,0,0,33,320326
1,1,7,0,0,0,0,3,19,0,0,0,1,0,26,242912
0,0,7,0,0,0,0,0,11,0,1,0,1,0,37,79609
0,1,7,0,1,0,1,2,37,0,0,0,1,1,44,180505
1,1,8,1,1,1,0,1,70,1,1,0,1,0,25,62723
0,0,4,0,0,0,0,1,10,0,0,0,1,0,24,116573
1,1,7,0,0,0,0,3,21,0,1,0,1,0,20,278671
1,0,6,1,1,1,0,3,22,0,0,1,1,0,48,309739
1,1,8,1,1,0,1,0,15,0,1,0,0,0,45,111770
0,0,4,0,0,1,0,1,8,0,0,0,1,0,46,30567
0,0,1,0,0,0,0,0,27,0,0,0,0,0,25,197411
1,1,5,1,1,0,0,4,22,0,1,1,0,0,28,77449
1,0,6,0,0,0,1,0,11,1,0,0,0,0,23,199331
1,0,4,1,1,0,0,2,22,1,0,1,0,0,17,302983
0,0,1,0,0,0,0,0,1,0,0,0,0,0,29,181640
0,0,4,1,1,0,0,0,9,0,0,0,1,0,68,76595
0,0,7,1,1,0,0,1,25,0,1,0,1,0,59,156447
1,0,2,0,0,0,0,1,3,0,0,0,0,0,30,287414
0,0,3,0,0,0,0,2,11,0,0,0,3,0,29,367108
0,0,4,0,0,0,0,1,19,0,1,0,2,0,25,112215
1,0,7,0,0,0,0,1,15,0,0,0,1,0,32,155768
0,0,1,0,0,0,0,0,10,0,0,0,2,0,19,237867
0,1,4,1,1,0,1,0,11,1,0,0,1,0,33,220230
0,1,8,0,0,0,1,0,25,1,0,0,1,0,35,280420
0,0,5,0,1,0,1,0,22,0,1,0,1,0,26,234107
1,1,10,1,1,0,1,2,22,0,1,0,0,0,26,244737
0,0,3,0,0,0,0,0,3,0,0,0,0,0,26,122894
0,1,6,1,1,0,1,0,11,0,0,0,0,0,27,58072
1,1,13,1,1,0,1,0,23,1,1,0,1,0,21,134567
1,1,11,1,1,0,1,2,37,0,1,0,1,0,18,93816
0,0,3,0,0,0,0,0,3,0,0,0,0,0,38,363646
1,1,11,1,1,0,1,0,73,0,1,0,1,0,36,17398
0,0,3,0,0,0,0,0,4,0,0,0,1,0,25,231902
1,1,13,1,0,1,1,1,68,1,0,0,1,0,38,152270
1,1,4,1,1,0,1,0,8,0,0,0,0,0,26,4332
0,0,4,0,0,0,0,0,4,0,0,0,0,0,24,196506
1,1,9,1,1,1,1,3,39,1,0,1,1,0,45,157131
0,0,5,0,0,0,1,1,8,0,0,0,1,0,30,105526
0,0,1,0,0,0,0,0,1,0,0,0,0,0,37,264643
1,1,9,0,0,1,1,1,25,1,1,0,1,0,30,71978
0,1,7,1,1,0,1,1,18,0,1,0,1,0,23,367425
1,1,4,1,1,0,0,2,20,0,0,0,0,0,27,22040
1,1,11,1,1,0,1,0,25,0,1,0,0,0,38,58716
0,0,2,0,0,0,0,0,15,0,0,0,2,1,33,244385
0,0,1,0,0,0,0,0,4,0,1,0,0,0,18,325912
1,0,9,1,0,0,0,0,12,0,0,0,1,0,18,342943
0,1,14,1,1,1,1,1,37,1,1,0,1,0,25,1575
0,1,5,1,1,1,1,1,16,0,0,0,1,0,34,249933
1,1,5,1,1,0,0,2,24,1,1,0,2,0,27,224936
1,1,13,0,1,0,1,4,50,1,1,0,1,0,41,234876
0,1,11,1,1,0,1,0,35,1,1,0,1,0,45,153181
1,0,2,0,0,1,0,0,4,0,1,0,0,0,22,84441
1,0,3,0,0,1,0,0,6,0,1,0,0,0,20,287654
1,1,3,1,1,0,0,1,8,0,1,0,0,0,29,204404
1,1,9,1,1,0,1,2,31,0,1,0,1,0,49,251524
1,0,4,0,0,0,0,2,7,0,0,0,0,0,26,10236
0,0,7,1,1,0,1,1,40,1,0,0,1,0,36,152510
1,1,10,1,1,0,1,3,44,1,0,0,1,0,24,259509
1,1,8,1,1,0,1,2,31,0,0,0,1,0,22,329682
0,0,2,0,0,0,0,2,69,1,1,0,2,1,50,287863
0,1,3,0,0,0,0,0,4,0,0,0,0,0,39,90619
0,0,1,0,0,0,0,0,3,0,0,0,1,0,46,171452
0,1,11,1,1,0,1,0,20,1,1,0,0,0,29,228563
1,1,8,1,1,0,0,2,35,1,1,0,1,0,30,244745
1,1,13,1,1,1,1,3,53,0,0,0,1,1,44,72964
1,1,10,1,1,1,1,0,30,0,0,0,0,0,20,283261
0,1,5,1,1,0,1,0,36,0,1,0,1,0,23,281412
0,0,5,0,0,0,0,1,16,0,0,0,1,1,43,286602
1,0,4,1,1,0,0,0,8,0,0,0,0,0,38,173023
1,0,3,1,1,0,0,3,16,0,0,1,1,0,38,150483
0,0,4,1,1,1,0,0,11,0,0,0,1,0,21,84713
1,1,6,0,0,0,0,4,26,0,1,0,1,0,21,77200
1,0,6,1,1,0,0,1,32,1,1,0,1,0,24,295478
0,1,13,1,1,0,1,0,31,1,0,0,0,1,47,23331
1,1,8,0,0,0,1,0,13,1,0,0,0,0,58,126210
1,0,8,1,1,0,1,0,29,1,0,0,1,1,43,333920
0,0,2,0,0,0,0,0,2,0,0,0,0,0,39,31749
0,0,1,0,0,0,0,0,1,0,0,0,0,0,50,13065
0,1,6,1,1,0,1,1,30,0,0,0,1,0,37,85807
0,1,6,0,0,0,0,0,14,0,0,0,1,0,32,156286
1,1,13,1,1,0,1,0,22,1,0,0,1,0,28,210561
0,0,2,1,0,0,0,0,3,0,0,0,0,0,17,134796
0,0,3,0,0,1,0,1,31,0,0,0,1,0,22,101613
1,0,5,0,0,0,0,1,10,0,1,0,1,0,26,358396
0,0,0,1,0,0,0,0,2,0,0,0,0,0,26,251736
1,1,8,1,1,0,1,0,37,0,1,0,1,0,22,255012
1,1,4,1,1,0,0,4,17,1,1,0,0,0,20,239891
1,1,8,1,0,1,1,0,16,1,0,0,0,0,33,368069
0,0,5,0,0,0,0,3,24,0,0,0,2,1,43,200745
0,0,5,0,0,0,0,0,6,0,1,0,0,0,28,116473
1,0,3,0,0,0,0,0,5,0,1,0,0,0,20,196844
0,1,3,0,0,0,0,0,4,0,0,0,0,0,35,208439
0,0,6,0,0,0,0,2,23,1,0,0,2,0,35,359595
1,0,5,0,0,1,0,0,8,0,0,0,1,0,38,285201
1,1,6,0,0,0,0,4,16,0,1,0,0,0,22,272139
0,0,2,1,1,0,1,0,6,0,0,0,0,0,19,326994
0,0,3,0,0,0,0,0,7,1,0,0,2,0,35,256905
0,1,8,1,1,0,1,0,31,1,1,0,0,0,22,127157
1,0,5,0,0,0,0,0,7,1,0,0,1,0,22,192328
0,1,4,0,1,0,1,0,10,0,0,0,1,0,30,167842
1,1,3,1,1,1,0,2,11,0,0,0,1,0,40,311887
0,0,1,0,0,0,0,0,2,0,0,0,1,0,31,348760
0,0,0,0,1,0,0,0,1,0,0,0,0,0,25,245443
1,1,12,0,0,0,1,0,24,1,0,0,0,0,20,279962
1,0,5,0,0,1,0,0,7,0,0,0,0,0,36,210502
0,1,9,1,1,0,1,1,43,1,0,0,1,0,19,211700
1,1,14,1,1,0,1,2,57,0,1,0,1,0,28,256197
0,0,7,1,1,0,1,0,11,0,1,0,0,0,31,1763
0,1,5,1,0,0,1,0,17,0,0,0,1,0,24,214558
0,0,6,0,0,0,0,1,17,0,1,0,1,0,45,260047
0,0,4,1,1,0,0,0,9,0,1,0,1,0,21,285023
0,0,4,1,1,0,1,0,7,0,0,0,0,0,37,51053
1,1,13,0,0,1,1,2,22,0,0,0,1,0,33,187210
0,0,3,0,0,0,0,0,7,0,0,0,1,0,29,94610
1,1,7,1,1,0,0,3,27,1,0,0,1,0,29,195090
1,0,4,0,0,0,0,1,14,1,0,0,1,0,27,15484
1,1,9,1,1,0,1,0,15,0,0,0,1,0,31,246949
0,0,1,0,0,0,0,0,4,0,0,0,2,0,45,102983
0,1,5,0,1,0,1,0,17,0,0,0,1,0,32,346562
0,0,2,0,0,0,0,0,4,0,0,0,2,0,32,297562
0,1,8,0,1,0,1,1,17,1,0,0,1,0,40,284862
1,1,5,1,1,0,1,2,21,0,0,0,0,0,18,17065
1,1,4,1,1,0,0,1,9,0,0,0,1,0,55,262849
1,1,21,0,0,0,1,3,45,1,1,0,3,0,23,213476
0,0,2,0,0,0,0,3,19,0,0,0,2,1,63,67858
0,1,6,1,1,0,1,0,12,0,0,0,1,0,30,12121
0,0,4,0,0,0,0,1,23,0,0,0,2,1,42,156849
1,0,3,0,0,0,0,0,15,1,1,0,1,0,22,69980
0,0,7,0,0,0,0,0,9,0,0,0,0,0,60,139286
1,1,12,1,1,1,1,4,25,0,0,0,1,0,23,307812
0,1,11,0,0,0,1,1,39,1,1,0,1,0,24,171366
0,1,9,0,0,0,1,0,43,0,1,0,2,1,19,361114
0,0,7,0,1,0,0,2,59,0,0,0,2,0,32,329136
1,1,5,0,0,0,0,3,16,0,1,0,1,0,27,234397
1,1,7,1,1,0,0,4,44,0,0,1,1,1,25,132348
1,1,9,1,1,0,1,0,16,1,0,0,1,0,19,321753
0,0,4,0,0,0,0,0,15,0,0,0,1,0,25,253276
0,0,2,0,0,0,0,0,9,1,0,0,1,0,26,205793
0,0,6,0,0,0,0,1,14,0,1,0,1,0,48,93587
0,1,7,1,1,0,1,1,22,0,0,0,1,0,37,157246
0,1,2,1,1,0,0,0,10,1,0,0,1,0,24,204678
1,1,14,1,1,1,1,1,70,0,0,0,1,0,28,312774
0,0,4,1,1,0,0,0,9,0,0,0,0,0,20,14605
1,1,3,1,1,1,0,2,13,1,0,0,1,0,47,78443
0,0,4,0,0,1,0,0,5,0,0,0,1,0,37,217800
0,1,2,0,0,0,0,3,20,1,0,0,1,0,28,44944
0,0,1,0,0,1,0,0,2,0,0,0,1,0,46,86519
1,1,10,1,1,0,1,0,34,1,0,0,1,0,36,348527
0,0,1,0,0,0,0,1,8,0,0,0,1,0,52,54536
1,0,10,1,1,1,1,0,17,1,0,0,0,0,19,113104
0,1,8,0,0,0,1,0,21,1,1,0,0,0,46,286012
1,1,8,0,0,0,1,0,22,0,0,0,1,0,68,39912
0,0,4,1,1,0,0,0,12,0,1,0,1,0,18,262797
0,0,1,0,0,0,0,0,4,0,1,0,1,0,26,14574
1,1,11,1,1,0,1,0,19,1,1,0,1,0,23,44096
0,0,3,0,0,0,0,0,15,0,0,0,2,0,55,352093
1,1,7,1,1,0,1,0,14,1,1,0,0,0,27,21411
0,0,1,0,0,0,0,0,5,1,0,0,1,0,35,228872
1,1,7,1,1,1,1,0,31,0,1,0,1,0,41,184407
0,0,4,1,1,0,0,0,7,0,0,0,1,0,32,152699
1,1,9,1,1,0,1,0,15,0,0,0,0,0,38,2325
0,0,7,0,0,1,0,0,9,0,1,0,0,0,22,351036
0,1,6,0,0,0,1,1,24,0,0,0,1,0,30,282213
1,1,14,0,0,0,1,2,51,1,1,0,1,0,38,124051
1,1,8,1,1,0,1,0,23,1,0,0,1,0,31,204665
0,0,2,0,0,0,0,0,18,1,0,0,1,0,45,246079
0,0,3,1,1,0,0,0,5,0,0,0,0,0,32,274703
0,0,5,1,1,0,0,0,12,0,1,0,0,0,38,107407
1,1,3,0,0,0,0,4,16,0,0,0,1,0,19,265061
1,1,11,1,1,0,0,4,61,0,0,1,1,0,27,249460
1,1,6,1,1,1,1,1,13,0,0,0,1,0,41,210584
1,1,11,1,1,1,1,0,22,1,0,0,1,0,19,88036
1,1,12,1,1,0,1,0,17,1,0,0,0,0,26,148586
0,0,5,0,0,0,0,0,10,0,1,0,1,0,27,343429
1,0,4,0,0,1,0,0,5,0,0,0,0,0,20,247916
0,1,9,0,0,0,1,0,23,0,0,0,1,0,21,43993
1,1,9,0,0,0,0,2,28,1,1,0,1,0,35,228909
0,0,5,1,0,0,0,1,11,0,0,0,1,0,33,89760
1,1,12,1,1,1,1,2,24,1,0,0,1,0,29,181171
0,1,8,0,0,0,1,0,23,1,1,0,0,0,19,34338
0,0,3,0,0,0,0,0,8,0,1,0,1,0,28,176104
0,0,5,0,0,0,0,1,13,0,0,0,2,0,41,37770
1,1,9,1,1,0,1,0,23,1,0,0,1,0,33,232076
0,0,3,0,0,0,0,0,3,0,0,0,0,0,35,312704
0,0,4,0,0,0,0,0,5,0,0,0,0,0,40,166575
1,1,10,1,1,1,1,3,37,0,0,1,1,0,24,254108
1,0,7,0,0,0,1,0,16,1,0,0,1,0,37,71929
1,0,8,0,0,0,0,1,51,1,0,1,1,0,21,309734
0,1,7,1,1,0,0,1,18,0,1,0,0,0,41,116111
1,0,3,0,0,0,0,0,3,0,0,0,0,0,33,248746
1,0,5,0,0,1,0,4,36,1,1,1,0,0,39,367856
0,0,2,0,0,0,0,1,6,0,0,0,1,0,39,211454
0,1,9,1,1,1,1,0,29,0,1,0,1,0,31,104706
1,1,7,1,1,0,0,3,54,0,1,0,0,0,42,227040
1,0,5,0,0,1,0,1,12,0,0,0,1,0,20,167751
0,0,4,0,0,0,0,1,26,1,0,1,0,0,33,279393
0,0,2,0,0,0,0,0,7,0,1,0,0,1,40,200607
1,1,3,1,1,0,0,1,13,0,1,0,0,0,43,192383
0,1,9,1,1,1,1,3,52,1,1,0,1,0,22,312564
0,0,8,0,0,1,0,1,51,0,0,0,2,1,22,86403
0,0,5,0,0,0,0,1,18,0,0,0,2,1,42,13224
1,1,15,0,1,1,1,4,73,1,0,0,1,0,21,344337
1,1,7,1,1,0,1,0,14,1,1,0,0,0,21,294032
1,1,11,1,1,0,1,0,17,1,1,0,0,0,33,236856
0,0,5,0,0,0,0,1,20,1,0,0,0,0,38,17284
0,0,5,0,0,0,0,0,7,0,0,0,0,0,25,44481
1,1,8,1,1,1,1,0,31,1,1,0,0,0,37,47405
1,1,3,0,0,0,0,2,8,0,1,0,0,0,38,222100
1,0,6,0,0,1,0,3,14,0,1,0,0,0,31,234290
0,0,3,0,0,0,0,0,3,0,0,0,0,0,42,30982
0,1,5,1,1,0,1,0,15,0,1,0,1,0,24,45524
1,1,9,1,1,0,1,0,18,1,0,0,1,0,20,248112
0,0,7,0,1,0,1,0,17,1,0,0,1,0,28,60015
0,0,4,0,0,0,0,3,9,0,0,1,0,0,21,111772
1,1,8,1,1,0,1,0,13,0,0,0,0,0,57,11160
1,1,9,0,1,0,1,0,23,1,0,0,1,0,23,339502
0,1,5,1,1,0,1,0,11,0,0,0,0,0,49,247687
1,1,16,1,1,0,1,2,32,0,1,0,1,0,28,323009
0,1,11,1,1,0,0,4,68,1,1,1,0,0,27,246990
0,1,7,1,1,0,1,1,39,1,1,0,1,0,30,78409
0,0,1,0,0,0,0,0,4,0,0,0,0,0,30,234024
0,1,5,1,1,0,1,1,14,0,0,0,1,0,39,343198
1,1,11,1,1,0,0,1,70,1,1,1,1,1,27,132255
0,0,1,1,1,0,0,1,6,0,0,0,0,0,23,57897
0,0,5,0,0,0,0,3,14,0,0,0,1,0,26,52499
0,1,8,1,1,0,1,0,27,0,0,0,0,0,31,273041
0,1,8,1,1,0,1,0,22,1,0,0,1,0,47,348009
0,1,7,1,1,0,0,1,19,1,1,0,1,0,76,17213
0,1,6,1,1,0,0,0,45,0,0,0,1,0,22,357506
0,1,13,0,0,0,1,1,37,1,0,0,1,0,31,340337
0,0,5,1,1,0,0,0,10,0,0,0,1,0,22,324024
0,0,4,0,0,0,0,1,28,0,0,0,1,0,29,347538
0,0,3,0,0,0,0,1,10,0,0,0,2,0,57,102469
0,1,12,0,0,1,1,0,25,1,1,0,1,0,21,35839
1,1,3,1,1,0,0,3,9,0,0,0,0,0,54,201972
1,0,15,0,1,0,1,0,37,1,0,0,3,0,35,224628
1,1,7,1,1,1,1,0,16,0,0,0,1,0,17,355376
1,1,5,1,1,0,0,2,18,0,1,0,1,0,30,363946
1,1,7,1,1,1,1,4,25,0,0,0,1,0,24,40340
0,1,8,0,0,0,0,0,32,0,0,0,0,0,21,178149
1,0,5,1,0,0,0,0,8,0,0,0,1,0,17,181690
1,0,1,0,0,0,0,0,2,0,0,0,1,0,36,74340
0,0,3,0,0,0,0,0,4,0,0,0,0,0,37,82579
1,0,3,0,0,1,0,0,6,0,0,0,1,0,44,255640
0,0,1,0,0,0,1,0,2,0,0,0,0,0,40,38408
0,1,7,0,0,1,1,0,14,1,0,0,1,0,19,158802
1,1,15,1,1,1,1,2,32,1,1,0,1,0,35,351825
1,0,1,0,0,0,0,1,6,0,0,0,1,0,32,222892
1,1,11,1,1,0,1,0,27,1,0,0,1,0,24,226093
1,1,10,0,0,0,1,3,43,1,0,1,1,0,27,136785
1,1,7,1,1,0,0,3,31,0,0,0,1,0,39,350930
1,1,18,1,1,0,1,3,39,0,1,0,3,0,30,325464
0,0,2,0,0,1,0,1,3,0,0,0,0,0,38,233855
1,0,4,1,1,0,0,1,11,0,0,0,1,0,75,320010
0,0,4,0,0,0,0,1,16,0,1,0,0,0,31,30729
1,1,5,1,1,1,0,4,45,1,0,0,1,0,33,236956
0,1,9,0,0,1,1,0,21,0,0,0,1,0,28,60361
1,1,14,1,1,0,1,3,34,1,1,0,1,0,20,100288
0,0,1,0,0,0,0,2,13,0,0,0,2,0,36,340472
1,0,7,0,1,0,1,0,11,1,0,0,1,0,50,224984
1,1,10,1,1,0,1,1,30,1,1,0,1,0,23,158562
0,1,7,1,1,0,1,0,59,0,1,0,1,0,24,273680
1,1,5,0,0,0,0,3,12,1,0,0,0,0,27,302420
1,1,8,1,1,0,1,0,26,1,0,0,0,0,31,121906
0,0,3,0,0,0,0,1,23,0,0,0,2,0,43,72345
0,0,1,0,0,0,0,1,6,0,0,0,1,0,36,63198
1,1,5,1,1,1,0,2,23,1,1,0,1,0,18,195550
1,0,11,1,1,0,1,4,52,1,1,1,2,0,36,157486
1,1,8,1,1,0,1,0,34,0,1,0,1,0,37,296394
0,0,1,0,0,0,0,0,2,0,1,0,0,0,40,64964
0,0,2,0,0,1,0,0,4,0,0,0,0,0,38,22204
0,0,2,0,0,0,0,0,6,0,0,0,0,0,47,23388
0,0,2,0,0,0,0,1,7,0,0,0,0,1,26,11858
0,1,11,0,0,0,0,1,52,1,1,0,1,0,38,115377
1,0,4,1,1,0,0,0,11,0,0,0,0,0,17,135339
1,1,9,1,1,1,1,2,27,1,1,0,0,0,21,216520
1,1,5,1,0,0,0,0,13,1,0,0,0,0,28,359831
1,1,8,0,0,0,1,0,13,1,1,0,0,0,20,194956
1,0,6,0,0,0,0,4,20,0,1,1,0,0,31,18463
1,1,7,1,1,0,1,1,28,0,0,0,1,0,21,226325
0,0,1,0,0,0,0,2,15,0,1,0,1,0,29,301143
1,1,9,1,1,0,1,0,19,1,1,0,1,0,23,59529
1,1,16,1,1,1,1,1,45,0,1,0,1,0,24,311309
1,1,1,1,1,0,0,2,7,0,0,0,0,0,22,226767
0,0,3,0,0,0,0,0,3,0,0,0,0,0,26,248969
0,1,4,0,1,0,1,0,13,0,0,0,1,0,30,135211
0,0,2,0,0,0,0,0,2,0,0,0,0,0,45,18033
1,0,11,0,1,1,1,0,17,0,0,0,3,0,27,326113
1,1,10,1,1,0,1,0,35,1,0,0,1,0,21,354768
0,1,11,1,1,1,1,0,21,1,1,0,1,0,22,319231
1,1,10,1,1,0,0,4,37,0,1,0,1,0,21,256804
1,1,8,1,1,0,1,0,18,1,0,0,0,0,20,343882
1,1,10,0,0,1,1,0,18,0,1,0,1,0,28,130070
0,1,4,0,1,0,0,2,25,1,1,0,0,0,27,139699
1,1,8,1,1,0,1,0,25,1,1,0,1,0,25,346915
1,0,7,1,1,0,0,3,24,0,0,1,1,0,27,324684
0,1,23,1,1,0,1,1,61,1,1,0,3,0,23,266607
